Loan_ID,Customer_ID,Product,Disbursement_Date,Loan_Amount,Interest_Rate,Tenure,DPD_Days,NPA_Flag
LOAN_0001956,CUST_03087,Auto,2025-07-06,1734007.43,8.69,72,9,N
LOAN_0001958,CUST_05824,Auto,2024-01-12,1929817.29,11.53,72,4,N
LOAN_0001963,CUST_01259,Home,2021-03-14,8310406.74,9.08,300,2,N
LOAN_0001966,CUST_00473,Home,2022-06-09,9834102.0,9.96,120,0,N
LOAN_0001967,CUST_08372,Personal,2023-06-03,870579.22,12.99,48,3,N
LOAN_0001969,CUST_05319,Education,2022-03-16,1372082.42,8.17,120,2,N
LOAN_0001971,CUST_04051,Auto,2023-05-30,1917669.59,9.58,36,10,N
LOAN_0001979,CUST_03374,Personal,2021-03-05,1139106.47,17.65,24,3,N
LOAN_0001980,CUST_06540,Personal,2025-09-09,396741.99,15.56,48,6,N
LOAN_0001984,CUST_08082,Auto,2021-11-21,657036.73,10.19,72,4,N
LOAN_0001988,CUST_08246,Auto,2024-10-05,1524942.95,12.32,48,4,N
LOAN_0001994,CUST_02243,Personal,2025-03-18,776575.92,14.7,60,4,N
