Loan_ID,Customer_ID,Product,Disbursement_Date,Loan_Amount,Interest_Rate,Tenure,DPD_Days,NPA_Flag,NPA_Flag_raw
LOAN_0004225,CUST_03878,Personal,2021-05-05,865118.52,12.46,60,0,N,N
LOAN_0004226,CUST_06056,Home,2024-02-12,6464227.25,7.91,120,1,N,N
LOAN_0004227,CUST_03550,Home,2024-09-28,4017185.28,9.34,180,2,N,N
LOAN_0004228,CUST_04291,Home,2023-01-25,9764789.85,7.41,300,14,N,N
LOAN_0004229,CUST_05548,Personal,2021-12-14,1314264.89,14.06,36,9,N,N
LOAN_0004230,CUST_01077,Auto,2026-01-24,925659.93,9.5,72,7,N,N
LOAN_0004231,CUST_05906,Home,2023-01-23,3729260.02,7.37,300,0,N,N
LOAN_0004232,CUST_03847,Auto,2025-03-30,2156760.54,10.33,36,4,N,N
LOAN_0004233,CUST_03465,Personal,2023-02-10,861997.47,14.36,24,0,N,N
LOAN_0004234,CUST_04048,Personal,2026-01-13,120847.12,13.86,36,9,N,N
LOAN_0004235,CUST_05256,Auto,2025-04-26,1182582.7,12.08,48,2,N,N
LOAN_0004236,CUST_09035,Home,2024-06-23,7701452.42,7.72,180,2,N,N
LOAN_0004237,CUST_08097,Auto,2024-02-05,1044594.97,11.78,60,1,N,N
LOAN_0004238,CUST_07477,Home,2024-09-24,4671028.35,9.28,240,3,N,N
LOAN_0004239,CUST_01411,Personal,2023-10-18,1091035.99,11.73,24,11,N,N
LOAN_0004240,CUST_02759,Home,2023-08-13,6852456.5,9.17,180,4,N,N
LOAN_0004241,CUST_06360,Personal,2021-02-10,438355.22,17.24,36,1,N,N
LOAN_0004242,CUST_00343,Education,2023-05-22,1131561.82,11.91,120,3,N,N
LOAN_0004243,CUST_03105,Education,2023-03-10,1107537.83,11.28,84,22,N,N
LOAN_0004244,CUST_00982,Home,2022-12-18,2744336.27,9.61,240,8,N,N
LOAN_0004245,CUST_05228,Auto,2025-11-18,1276157.48,12.7,60,2,N,N
LOAN_0004246,CUST_03385,Personal,2024-02-15,798676.62,10.81,60,10,N,N
LOAN_0004247,CUST_09161,Auto,2023-06-11,1238499.54,10.5,36,4,N,N
LOAN_0004248,CUST_07237,Auto,2023-05-20,1185723.02,8.49,36,5,N,N
LOAN_0004249,CUST_03106,Home,2024-01-23,5382038.4,9.88,120,6,N,N
LOAN_0004250,CUST_00147,Personal,2021-04-18,158283.56,16.51,48,1,N,N
LOAN_0004251,CUST_03317,Auto,2021-12-19,1346287.26,11.35,48,5,N,N
LOAN_0004252,CUST_07594,Home,2024-01-25,4536083.5,7.81,180,4,N,N
LOAN_0004253,CUST_06072,Personal,2023-07-22,278392.6,16.91,60,0,N,N
LOAN_0004254,CUST_03070,Personal,2025-11-11,451755.2,13.93,60,15,N,N
LOAN_0004255,CUST_03289,Auto,2023-11-15,1315093.2,11.0,48,27,N,N
LOAN_0004256,CUST_01033,Home,2025-11-20,4061974.72,9.36,120,0,N,N
LOAN_0004257,CUST_07201,Auto,2022-04-29,1837638.2,8.35,36,7,N,N
LOAN_0004258,CUST_06886,Personal,2021-07-07,580783.61,12.3,48,19,N,N
LOAN_0004259,CUST_00590,Home,2023-12-22,3965729.56,8.47,180,19,N,N
LOAN_0004260,CUST_03037,Home,2022-11-21,3786821.65,8.73,180,3,N,N
LOAN_0004261,CUST_05391,Home,2025-05-19,6922908.59,7.33,180,7,N,N
LOAN_0004262,CUST_00830,Home,2022-05-15,5120531.37,9.21,300,20,N,N
LOAN_0004263,CUST_09233,Personal,2024-03-11,962395.07,11.5,36,1,N,N
LOAN_0004264,CUST_10054,Education,2021-03-07,1640085.74,11.1,120,2,N,N
LOAN_0004265,CUST_02318,Personal,2022-06-03,189251.04,16.99,48,13,N,N
LOAN_0004266,CUST_08057,Home,2025-04-05,7814599.92,7.79,300,4,N,N
LOAN_0004267,CUST_00124,Home,2025-07-14,7899888.28,10.06,240,13,N,N
LOAN_0004268,CUST_01464,Home,2025-07-30,5805855.65,7.03,120,26,N,N
LOAN_0004269,CUST_07845,Auto,2025-06-29,2165340.7,9.64,48,2,N,N
LOAN_0004270,CUST_08177,Personal,2022-04-23,586536.16,16.37,48,0,N,N
LOAN_0004271,CUST_00676,Personal,2025-06-03,1344445.85,13.17,24,2,N,N
LOAN_0004272,CUST_02833,Home,2025-04-26,6394933.71,8.16,180,1,N,N
LOAN_0004273,CUST_03550,Home,2021-06-19,3686036.56,9.27,180,4,N,N
LOAN_0004274,CUST_05453,Personal,2021-08-27,904623.31,15.45,48,0,N,N
LOAN_0004275,CUST_04533,Personal,2021-11-18,306122.37,16.72,36,3,N,N
LOAN_0004276,CUST_01402,Personal,2022-02-21,1125246.62,16.53,48,0,N,N
LOAN_0004277,CUST_01240,Home,2023-06-08,8573412.82,9.42,300,8,N,N
LOAN_0004278,CUST_03586,Education,2022-11-10,843928.16,10.94,120,0,N,N
LOAN_0004279,CUST_04241,Home,2026-01-02,8209560.64,7.82,180,1,N,N
LOAN_0004280,CUST_08849,Auto,2024-04-06,1389292.58,8.66,48,4,N,N
LOAN_0004281,CUST_10089,Home,2022-06-16,4051162.46,8.99,300,5,N,N
LOAN_0004282,CUST_01514,Home,2021-08-22,6770976.08,9.85,240,2,N,N
LOAN_0004283,CUST_05589,Home,2025-09-24,5492174.46,10.29,240,0,N,N
LOAN_0004284,CUST_01852,Auto,2021-04-02,1901436.39,10.92,60,0,N,N
LOAN_0004285,CUST_09781,Auto,2022-02-18,1099152.94,8.3,72,2,N,N
LOAN_0004286,CUST_03070,Education,2024-12-21,1087291.73,9.85,120,10,N,N
LOAN_0004287,CUST_00674,Auto,2023-03-11,1659689.05,11.61,48,1,N,N
LOAN_0004288,CUST_09705,Personal,2025-05-03,232182.01,10.51,36,75,N,N
LOAN_0004289,CUST_04169,Personal,2022-10-24,1057658.3,16.25,48,6,N,N
LOAN_0004290,CUST_07088,Home,2021-11-02,9908875.44,7.77,240,1,N,N
LOAN_0004291,CUST_01645,Education,2021-01-08,246476.84,8.41,60,1,N,N
LOAN_0004292,CUST_03088,Personal,2023-08-21,1128547.33,15.94,36,3,N,N
LOAN_0004293,CUST_07202,Auto,2022-02-24,1483682.83,11.62,36,2,N,N
LOAN_0004294,CUST_02769,Home,2024-04-12,3392750.44,7.22,120,2,N,N
LOAN_0004295,CUST_05981,Education,2025-09-21,673829.93,10.18,60,14,N,N
LOAN_0004296,CUST_03447,Personal,2021-06-14,892149.76,11.85,48,3,N,N
LOAN_0004297,CUST_09265,Home,2026-04-03,7411954.66,8.6,240,16,N,N
LOAN_0004298,CUST_00743,Personal,2026-01-22,142327.52,11.16,36,1,N,N
LOAN_0004299,CUST_08317,Personal,2022-06-15,419066.02,12.54,60,1,N,N
LOAN_0004300,CUST_08692,Home,2025-09-27,5842132.32,8.63,300,15,N,N
LOAN_0004301,CUST_01986,Auto,2024-05-29,1211770.64,8.27,36,12,N,N
LOAN_0004302,CUST_08213,Auto,2024-04-24,1722375.77,8.16,72,5,N,N
LOAN_0004303,CUST_02007,Home,2026-04-17,3133117.28,9.77,300,5,N,N
LOAN_0004304,CUST_03290,Personal,2025-07-13,243568.18,11.23,24,7,N,N
LOAN_0004305,CUST_00513,Auto,2023-03-01,2300767.66,12.56,36,1,N,N
LOAN_0004306,CUST_05295,Home,2023-06-24,2551358.81,9.54,240,10,N,N
LOAN_0004307,CUST_08246,Home,2021-10-08,7564017.06,8.85,120,7,N,N
LOAN_0004308,CUST_01335,Education,2022-12-28,1479278.79,9.64,120,0,N,N
LOAN_0004309,CUST_05754,Home,2021-06-02,6682938.92,8.56,120,0,N,N
LOAN_0004310,CUST_07048,Personal,2026-06-20,339193.94,13.58,24,16,N,N
LOAN_0004311,CUST_04579,Personal,2026-05-01,1019745.99,12.61,60,3,N,N
LOAN_0004312,CUST_09884,Auto,2024-11-21,1981449.37,9.05,48,3,N,N
LOAN_0004313,CUST_06773,Personal,2026-07-14,697712.23,12.07,36,0,N,N
LOAN_0004314,CUST_08778,Auto,2021-02-04,1399271.17,12.78,36,3,N,N
LOAN_0004315,CUST_07159,Home,2022-10-17,2215528.38,10.35,120,3,N,N
LOAN_0004316,CUST_02530,Home,2021-10-03,8349576.05,9.21,180,8,N,N
LOAN_0004317,CUST_06881,Education,2022-09-29,1926731.34,8.39,60,7,N,N
LOAN_0004318,CUST_00751,Auto,2024-02-18,420848.83,10.77,48,0,N,N
LOAN_0004319,CUST_06085,Personal,2026-02-18,740139.22,12.92,48,17,N,N
LOAN_0004320,CUST_09999,Personal,2024-08-24,1416975.92,15.7,48,1,N,N
LOAN_0004321,CUST_07342,Personal,2021-10-10,618209.61,15.23,24,17,N,N
LOAN_0004322,CUST_08750,Home,2023-05-04,4362018.92,9.86,300,6,N,N
LOAN_0004323,CUST_05114,Home,2025-09-17,3829092.18,8.75,120,14,N,N
LOAN_0004324,CUST_00227,Auto,2024-05-13,1297498.47,8.15,36,15,N,N
LOAN_0004325,CUST_06482,Auto,2025-07-30,595899.38,9.16,48,0,N,N
LOAN_0004326,CUST_06567,Home,2022-09-10,7495758.94,8.66,120,17,N,N
LOAN_0004327,CUST_10102,Education,2022-10-26,710710.0,9.75,120,2,N,N
LOAN_0004328,CUST_01483,Personal,2024-07-01,946707.38,15.92,48,95,Y,Y
LOAN_0004329,CUST_08085,Home,2023-05-25,6498716.4,8.15,240,5,N,N
LOAN_0004330,CUST_03112,Home,2023-11-17,2956267.76,9.2,300,14,N,N
LOAN_0004331,CUST_06245,Home,2023-12-25,7121064.01,9.28,180,16,N,N
LOAN_0004332,CUST_00204,Personal,2025-07-20,870213.52,14.29,36,1,N,N
LOAN_0004333,CUST_03214,Auto,2022-11-17,1508419.82,12.8,60,8,N,N
LOAN_0004334,CUST_00879,Auto,2022-07-06,2309501.83,9.59,48,0,N,N
LOAN_0004335,CUST_09249,Home,2021-01-28,8828348.16,10.12,180,12,N,N
LOAN_0004336,CUST_02639,Personal,2025-05-18,771111.74,16.05,36,22,N,N
LOAN_0004337,CUST_05983,Home,2025-09-30,8881470.58,7.49,240,0,N,N
LOAN_0004338,CUST_9999,Home,2021-07-31,3178637.5,7.88,180,0,N,N
LOAN_0004339,CUST_05999,Home,2024-04-14,8153384.81,9.99,300,2,N,N
LOAN_0004340,CUST_08334,Home,2023-11-10,4977409.18,7.96,300,2,N,N
LOAN_0004341,CUST_05001,Home,2024-09-03,7893714.07,8.08,240,1,N,N
LOAN_0004342,CUST_02818,Home,2026-05-09,7195782.99,8.95,180,6,N,N
LOAN_0004343,CUST_04668,Auto,2021-01-13,1871964.42,11.88,48,12,N,N
LOAN_0004344,CUST_05152,Education,2025-05-08,1187046.12,10.43,84,5,N,N
LOAN_0004345,CUST_01344,Home,2025-08-22,4872248.59,8.77,180,0,N,N
LOAN_0004346,CUST_04753,Education,2021-11-15,638031.25,8.26,84,3,N,N
LOAN_0004347,CUST_01396,Personal,2023-08-02,1022434.72,17.01,48,7,N,N
LOAN_0004348,CUST_01346,Home,2024-01-03,8826792.16,8.82,180,4,N,N
LOAN_0004349,CUST_09829,Personal,2023-09-04,460742.31,17.02,36,19,N,N
LOAN_0004350,CUST_02388,Auto,2026-02-02,685690.0,12.08,72,12,N,N
LOAN_0004351,CUST_06470,Personal,2022-10-16,1403945.22,12.29,24,0,N,N
LOAN_0004352,CUST_01737,Education,2022-05-27,1479185.08,8.58,84,2,N,N
LOAN_0004353,CUST_03195,Auto,2021-11-14,2055291.35,8.26,48,0,N,N
LOAN_0004354,CUST_02665,Home,2022-04-03,6908285.29,8.2,240,5,N,N
LOAN_0004355,CUST_08246,Education,2026-03-05,749466.7,8.48,84,8,N,N
LOAN_0004356,CUST_08192,Home,2023-10-22,2151056.5,10.07,240,2,N,N
LOAN_0004357,CUST_09847,Personal,2023-06-04,622121.88,13.06,60,1,N,N
LOAN_0004358,CUST_08596,Home,2024-07-09,4164282.62,7.03,180,2,N,N
LOAN_0004359,CUST_01308,Home,2022-02-28,2147343.68,10.38,240,9,N,N
LOAN_0004360,CUST_03473,Auto,2021-08-30,1434450.74,11.42,72,10,N,N
LOAN_0004361,CUST_05396,Auto,2026-04-15,1883735.39,10.38,36,2,N,N
LOAN_0004362,CUST_03975,Auto,2023-07-06,917282.37,11.27,60,4,N,N
LOAN_0004363,CUST_07620,Home,2024-11-02,8085935.11,7.42,180,1,N,N
LOAN_0004364,CUST_04460,Home,2021-10-03,3116610.16,8.6,300,3,N,N
LOAN_0004365,CUST_04669,Auto,2021-03-04,2385791.62,12.55,48,23,N,N
LOAN_0004366,CUST_00065,Personal,2021-06-21,1350415.88,16.45,60,0,N,N
LOAN_0004367,CUST_07792,Personal,2023-09-21,289368.98,14.79,60,23,N,N
LOAN_0004368,CUST_05324,Auto,2026-04-18,1762045.15,11.66,60,4,N,N
LOAN_0004369,CUST_08791,Home,2021-12-17,2837014.85,7.62,240,3,N,N
LOAN_0004370,CUST_09288,Home,2024-11-02,3933265.2,9.41,180,4,N,N
LOAN_0004371,CUST_08466,Personal,2025-08-28,904817.0,15.89,24,13,N,N
LOAN_0004372,CUST_06013,Education,2025-01-25,1479298.04,11.31,84,5,N,N
LOAN_0004373,CUST_05816,Auto,2024-02-04,1081903.59,10.12,48,5,N,N
LOAN_0004374,CUST_07907,Education,2022-10-27,1415507.04,7.59,120,1,N,N
LOAN_0004375,CUST_04410,Personal,2025-05-30,1347251.0,12.68,24,4,N,N
LOAN_0004376,CUST_00546,Personal,2024-11-29,456225.96,16.05,60,5,N,N
LOAN_0004377,CUST_09602,Personal,2022-10-07,160481.19,13.24,24,8,N,N
LOAN_0004378,CUST_04935,Education,2021-07-10,904987.19,8.4,60,15,N,N
LOAN_0004379,CUST_03309,Education,2025-06-09,1087188.34,7.55,60,8,N,N
LOAN_0004380,CUST_01070,Personal,2023-02-13,1125262.13,14.73,36,2,N,N
LOAN_0004381,CUST_04446,Education,2022-11-17,224241.5,12.01,120,0,N,N
LOAN_0004382,CUST_09172,Personal,2024-10-12,1171543.81,11.79,24,5,N,N
LOAN_0004383,CUST_00853,Auto,2024-05-23,1581887.85,10.39,36,1,N,N
LOAN_0004384,CUST_05493,Home,2024-04-08,5228519.14,9.34,300,3,N,N
LOAN_0004385,CUST_03836,Home,2025-04-24,3375142.83,8.87,180,7,N,N
LOAN_0004386,CUST_01995,Personal,2023-01-13,909739.12,12.24,24,9,N,N
LOAN_0004387,CUST_03319,Personal,2021-09-16,897587.8,12.81,48,8,N,N
LOAN_0004388,CUST_07277,Home,2023-10-07,2398590.05,8.79,240,4,N,N
LOAN_0004389,CUST_00292,Personal,2025-12-06,720256.61,17.89,60,8,N,N
LOAN_0004390,CUST_06146,Home,2025-01-17,9711034.07,9.63,120,0,N,N
LOAN_0004391,CUST_02234,Home,2023-07-24,4812167.88,9.98,240,13,N,N
LOAN_0004392,CUST_06753,Education,2023-05-08,1543312.82,8.77,120,1,N,N
LOAN_0004393,CUST_08631,Home,2021-03-12,5845994.36,7.23,120,0,N,N
LOAN_0004394,CUST_06738,Home,2021-04-12,3869775.13,8.19,240,2,N,N
LOAN_0004395,CUST_06583,Personal,2025-05-09,545440.55,17.22,36,90,Y,Y
LOAN_0004396,CUST_01634,Education,2021-11-19,1029643.24,10.45,60,14,N,N
LOAN_0004397,CUST_09066,Personal,2025-01-19,202957.94,12.51,48,10,N,N
LOAN_0004398,CUST_00860,Auto,2026-05-19,2187317.71,9.68,60,1,N,N
LOAN_0004399,CUST_05591,Personal,2022-11-06,317946.29,15.88,48,6,N,N
LOAN_0004400,CUST_05734,Home,2022-06-12,2023747.33,7.66,180,2,N,N
LOAN_0004401,CUST_08540,Personal,2025-10-14,851598.17,11.52,60,9,N,N
LOAN_0004402,CUST_03884,Home,2024-07-27,5945535.69,7.44,300,2,N,N
LOAN_0004403,CUST_01238,Education,2021-01-07,886180.16,8.77,120,7,N,N
LOAN_0004404,CUST_01427,Home,2026-04-08,3967048.36,9.5,180,2,N,N
LOAN_0004405,CUST_06339,Auto,2022-01-08,2271870.81,9.56,72,10,N,N
LOAN_0004406,CUST_03438,Personal,2023-01-23,1103827.39,12.96,60,2,N,N
LOAN_0004407,CUST_02627,Home,2022-09-16,8257683.09,8.32,180,2,N,N
LOAN_0004408,CUST_06755,Education,2022-01-01,1866895.91,8.12,60,4,N,N
LOAN_0004409,CUST_01919,Education,2023-10-12,1495639.31,8.02,60,4,N,N
LOAN_0004410,CUST_05014,Home,2025-07-21,4001084.03,9.58,240,4,N,N
LOAN_0004411,CUST_09374,Home,2021-10-18,7167662.93,8.76,240,10,N,N
LOAN_0004412,CUST_02541,Home,2022-10-05,2236441.63,9.37,180,0,N,N
LOAN_0004413,CUST_00397,Personal,2021-05-22,1135865.07,16.09,60,16,N,N
LOAN_0004414,CUST_01317,Personal,2024-11-12,270471.3,12.53,24,11,N,N
LOAN_0004415,CUST_08624,Personal,2023-02-05,691788.09,12.87,60,4,N,N
LOAN_0004416,CUST_05006,Home,2022-07-08,7399013.34,8.94,120,4,N,N
LOAN_0004417,CUST_07563,Personal,2021-04-22,1086909.88,14.62,24,0,N,N
LOAN_0004418,CUST_05740,Home,2025-05-28,3196061.86,10.06,240,1,N,N
LOAN_0004419,CUST_05152,Personal,2025-07-03,1070201.72,13.83,24,10,N,N
LOAN_0004420,CUST_03015,Auto,2026-07-12,859690.92,8.57,36,4,N,N
LOAN_0004421,CUST_05958,Auto,2025-06-08,2290530.43,9.25,60,6,N,N
LOAN_0004422,CUST_01788,Home,2024-02-06,3087016.07,9.09,240,1,N,N
LOAN_0004423,CUST_01004,Home,2023-06-14,2229424.04,7.65,120,0,N,N
LOAN_0004424,CUST_02858,Education,2021-12-29,223696.21,9.6,120,2,N,N
LOAN_0004425,CUST_09952,Education,2024-02-03,1588493.64,12.31,60,10,N,N
LOAN_0004426,CUST_10002,Personal,2025-10-14,597795.57,16.35,36,27,N,N
LOAN_0004427,CUST_08759,Home,2026-05-18,9234510.92,9.95,180,6,N,N
LOAN_0004428,CUST_00636,Home,2021-10-31,3332962.69,10.47,120,0,N,N
LOAN_0004429,CUST_08266,Personal,2022-01-19,948555.62,17.62,24,10,N,N
LOAN_0004430,CUST_07271,Education,2025-08-18,696032.75,10.56,60,11,N,N
LOAN_0004431,CUST_06127,Auto,2026-05-04,1863873.22,8.61,72,2,N,N
LOAN_0004432,CUST_00579,Personal,2023-11-25,634555.95,11.58,36,2,N,N
LOAN_0004433,CUST_01462,Home,2021-07-20,4452530.93,9.78,300,0,N,N
LOAN_0004434,CUST_07017,Home,2023-03-12,8415648.62,7.38,300,5,N,N
LOAN_0004435,CUST_03537,Auto,2025-12-03,758104.32,9.36,36,9,N,N
LOAN_0004436,CUST_05140,Home,2021-08-01,5823895.08,7.82,180,23,N,N
LOAN_0004437,CUST_07915,Auto,2025-12-03,1159185.66,8.91,72,3,N,N
LOAN_0004438,CUST_01426,Auto,2025-09-11,530864.47,8.82,60,8,N,N
LOAN_0004439,CUST_08172,Personal,2023-03-15,238705.6,15.04,36,1,N,N
LOAN_0004440,CUST_09136,Education,2021-01-21,1833775.61,10.1,84,5,N,N
LOAN_0004441,CUST_02197,Home,2024-05-10,5294735.14,10.12,240,3,N,N
LOAN_0004442,CUST_07562,Education,2023-06-06,1210300.93,7.67,120,18,N,N
LOAN_0004443,CUST_02610,Personal,2025-09-06,1418590.16,14.1,36,1,N,N
LOAN_0004444,CUST_01454,Education,2026-04-11,1684702.62,7.95,60,2,N,N
LOAN_0004445,CUST_08570,Home,2022-01-29,9617515.87,8.25,240,7,N,N
LOAN_0004446,CUST_03964,Education,2022-07-30,1159332.73,8.4,120,4,N,N
LOAN_0004447,CUST_10056,Auto,2024-12-30,1594919.83,8.72,36,3,N,N
LOAN_0004448,CUST_01493,Home,2022-04-13,4763412.64,9.95,240,11,N,N
LOAN_0004449,CUST_01244,Auto,2022-04-28,870842.84,8.29,60,2,N,N
LOAN_0004450,CUST_07222,Home,2021-03-11,7289373.43,9.67,300,0,N,N
LOAN_0004451,CUST_06486,Education,2021-09-29,1133446.59,10.42,84,3,N,N
LOAN_0004452,CUST_02193,Auto,2026-06-01,1415856.6,12.36,60,9,N,N
LOAN_0004453,CUST_02510,Home,2026-04-28,8817941.41,7.14,300,0,N,N
LOAN_0004454,CUST_07686,Home,2022-11-16,3365485.26,10.14,120,8,N,N
LOAN_0004455,CUST_00570,Auto,2022-02-08,1719381.5,8.14,36,2,N,N
LOAN_0004456,CUST_04411,Auto,2022-03-19,522074.19,11.83,72,15,N,N
LOAN_0004457,CUST_03457,Home,2024-01-06,7560027.97,10.04,300,4,N,N
LOAN_0004458,CUST_01936,Education,2023-05-19,316889.71,9.34,84,1,N,N
LOAN_0004459,CUST_08420,Home,2025-04-02,3137694.53,8.09,300,10,N,N
LOAN_0004460,CUST_04985,Auto,2021-06-27,2357382.2,10.21,48,10,N,N
LOAN_0004461,CUST_03508,Auto,2021-12-15,1960799.09,11.8,36,3,N,N
LOAN_0004462,CUST_09334,Personal,2024-10-09,418753.15,13.7,36,33,N,N
LOAN_0004463,CUST_09855,Home,2022-09-09,2801113.41,7.53,120,6,N,N
LOAN_0004464,CUST_01474,Auto,2024-05-20,1107429.51,10.06,36,5,N,N
LOAN_0004465,CUST_06325,Personal,2025-09-18,238179.75,12.26,60,3,N,N
LOAN_0004466,CUST_06787,Personal,2024-11-11,984487.81,11.76,36,75,N,N
LOAN_0004467,CUST_08073,Auto,2024-11-14,1267337.7,12.83,72,2,N,N
LOAN_0004468,CUST_00302,Personal,2021-01-16,1292060.73,17.25,24,6,N,N
LOAN_0004469,CUST_00715,Auto,2026-03-14,2323306.53,9.47,48,9,N,N
LOAN_0004470,CUST_02547,Personal,2026-06-02,953226.88,12.55,24,8,N,N
LOAN_0004471,CUST_09029,Personal,2022-03-31,1271255.38,14.09,36,8,N,N
LOAN_0004472,CUST_02991,Auto,2025-04-15,624694.17,10.9,48,20,N,N
LOAN_0004473,CUST_08492,Education,2023-06-26,646122.85,8.12,84,3,N,N
LOAN_0004474,CUST_08217,Home,2021-03-24,8764482.08,9.49,240,1,N,N
LOAN_0004475,CUST_02376,Personal,2021-05-08,1060028.42,13.45,36,7,N,N
LOAN_0004476,CUST_03015,Personal,2022-03-07,928200.27,15.28,24,6,N,N
LOAN_0004477,CUST_08469,Home,2022-05-24,4231119.75,9.36,180,3,N,N
LOAN_0004478,CUST_06841,Personal,2023-09-14,859861.11,10.72,60,4,N,N
LOAN_0004479,CUST_09154,Personal,2024-05-21,550525.79,16.83,48,75,N,N
LOAN_0004480,CUST_08966,Home,2024-03-31,4622232.5,8.48,240,6,N,N
LOAN_0004481,CUST_02525,Home,2021-11-09,4198156.86,7.08,180,2,N,N
LOAN_0004482,CUST_02505,Personal,2024-01-10,1320447.39,17.26,60,0,N,N
LOAN_0004483,CUST_01695,Education,2023-08-16,365703.32,8.52,120,5,N,N
LOAN_0004484,CUST_06774,Home,2025-12-28,5363804.65,7.97,180,3,N,N
LOAN_0004485,CUST_01818,Home,2023-06-21,8327143.04,8.24,300,0,N,N
LOAN_0004486,CUST_00614,Auto,2021-04-01,746099.89,11.04,36,25,N,N
LOAN_0004487,CUST_03690,Education,2026-06-08,1811694.18,11.72,120,1,N,N
LOAN_0004488,CUST_00264,Education,2024-07-14,1668020.41,9.83,84,0,N,N
LOAN_0004489,CUST_00346,Education,2023-09-17,1477235.35,12.08,84,13,N,N
LOAN_0004490,CUST_02799,Education,2025-08-24,483374.7,7.56,120,13,N,N
LOAN_0004491,CUST_07955,Personal,2021-04-09,166385.15,11.95,36,3,N,N
LOAN_0004492,CUST_00959,Personal,2024-04-26,1327270.16,16.49,36,18,N,N
LOAN_0004493,CUST_09136,Home,2021-09-23,2411586.69,7.33,300,0,N,N
LOAN_0004494,CUST_08261,Auto,2026-01-04,470427.37,8.76,60,9,N,N
LOAN_0004495,CUST_06338,Home,2026-01-04,2210765.21,8.5,180,27,N,N
LOAN_0004496,CUST_05066,Personal,2023-03-26,435034.51,15.13,24,2,N,N
LOAN_0004497,CUST_9999,Personal,2021-08-02,1154323.59,14.49,24,6,N,N
LOAN_0004498,CUST_06335,Education,2026-03-01,1160349.91,7.97,60,8,N,N
LOAN_0004499,CUST_05920,Home,2026-06-08,5710923.67,9.97,300,7,N,N
LOAN_0004500,CUST_08764,Auto,2024-05-03,1596139.77,8.02,72,37,N,N
LOAN_0004501,CUST_05551,Personal,2024-06-09,1015330.01,12.33,60,8,N,N
LOAN_0004502,CUST_05437,Education,2025-08-12,1960213.74,9.36,60,150,Y,Y
LOAN_0004503,CUST_00318,Personal,2021-12-05,942780.83,15.84,24,0,N,N
LOAN_0004504,CUST_07639,Home,2025-01-11,8828956.57,7.4,120,0,N,N
LOAN_0004505,CUST_01703,Education,2021-02-19,426132.43,9.9,84,18,N,N
LOAN_0004506,CUST_07919,Personal,2025-09-28,1184596.07,12.26,24,4,N,N
LOAN_0004507,CUST_08148,Education,2025-01-31,1551749.14,8.2,120,12,N,N
LOAN_0004508,CUST_02754,Personal,2025-05-18,865110.02,15.92,60,3,N,N
LOAN_0004509,CUST_07377,Auto,2025-02-10,695294.84,10.22,36,0,N,N
LOAN_0004510,CUST_09873,Education,2022-08-07,457784.69,10.78,60,1,N,N
LOAN_0004511,CUST_07549,Home,2025-02-03,7077716.52,8.38,300,13,N,N
LOAN_0004512,CUST_10035,Auto,2022-11-29,2491788.46,11.06,60,15,N,N
LOAN_0004513,CUST_09971,Personal,2021-04-12,332659.88,16.2,48,1,N,N
LOAN_0004514,CUST_08308,Personal,2025-10-20,636777.46,12.06,48,0,N,N
LOAN_0004515,CUST_08695,Auto,2024-01-29,1527968.61,9.15,72,15,N,N
LOAN_0004516,CUST_01769,Home,2026-03-17,8789287.57,8.29,240,2,N,N
LOAN_0004517,CUST_07009,Education,2023-03-28,1279568.41,10.37,120,5,N,N
LOAN_0004518,CUST_05288,Home,2025-02-26,4899254.7,9.24,120,4,N,N
LOAN_0004519,CUST_09300,Auto,2025-05-13,1260396.37,10.75,36,6,N,N
LOAN_0004520,CUST_09209,Auto,2022-04-06,549625.76,12.88,36,0,N,N
LOAN_0004521,CUST_00348,Auto,2021-11-16,1937135.24,11.99,48,14,N,N
LOAN_0004522,CUST_07032,Home,2021-05-04,7480340.75,7.44,120,4,N,N
LOAN_0004523,CUST_04050,Personal,2022-01-10,866576.06,13.69,48,4,N,N
LOAN_0004524,CUST_05464,Home,2022-12-04,6578579.18,10.48,240,6,N,N
LOAN_0004525,CUST_06818,Home,2021-04-22,5455105.02,9.37,240,6,N,N
LOAN_0004526,CUST_08661,Personal,2026-05-18,1357053.16,12.58,48,3,N,N
LOAN_0004527,CUST_08308,Home,2022-12-17,2710379.52,7.55,240,0,N,N
LOAN_0004528,CUST_06896,Personal,2026-03-13,107965.38,14.89,48,3,N,N
LOAN_0004529,CUST_06091,Home,2022-05-10,4504105.23,9.54,180,4,N,N
LOAN_0004530,CUST_08762,Auto,2023-06-13,2077256.27,9.6,60,4,N,N
LOAN_0004531,CUST_07702,Personal,2024-01-12,576402.26,15.68,60,0,N,N
LOAN_0004532,CUST_05431,Home,2023-06-14,8694378.46,9.99,180,11,N,N
LOAN_0004533,CUST_05422,Education,2026-01-14,1406467.91,8.55,60,0,N,N
LOAN_0004534,CUST_03389,Education,2021-12-16,1644660.56,10.83,60,11,N,N
LOAN_0004535,CUST_01658,Personal,2022-01-30,1027602.84,14.32,24,2,N,N
LOAN_0004536,CUST_05058,Education,2022-02-24,424429.02,10.96,60,2,N,N
LOAN_0004537,CUST_08325,Home,2026-04-04,3786467.92,9.93,120,9,N,N
LOAN_0004538,CUST_08461,Home,2021-03-12,8966899.06,10.46,120,1,N,N
LOAN_0004539,CUST_03704,Personal,2025-09-03,940340.38,16.59,48,2,N,N
